subject,body,category
Revisión del formulario - validación de datos,"Hola, equipo, La referencia interna quedó como reg-324 y fue enviada desde cota.. El arrendador pidió revisar el inventario antes de firmar la entrega. Se parece a una notificación comercial, aunque viene de un contacto conocido. El mensaje anterior quedó sin respuesta y por eso vuelvo a escribir. Fecha relacionada: 24 de febrero. Contacto: Mariana. Agradezco la ayuda. Ref. 3456.",otros
Actualización del caso - autorización requerida,"Hola, También aparece 'enlace de acceso' en el asunto original y eso puede confundir el caso.. La referencia interna quedó como rev-220 y fue enviada desde cota.. El archivo se llama informe final, pero corresponde a resultados clínicos. El pago debe quedar antes del cierre bancario o se cancela la reserva. Fecha relacionada: 18 de diciembre. Contacto: Laura. Por favor confirmar recibido. Ref. 0477.",salud
Pendiente por sistema #36,"Buenas tardes, Suena como una notificación de paquete, pero si no se responde se pierde el proceso. La administración del conjunto informó cambio de horario para el mantenimiento del ascensor. La reunión con operaciones se movió y todavía falta confirmar quién presenta los avances. Hay dos versiones del documento y nadie confirma cuál es la válida. Fecha relacionada: 26 de febrero. Contacto: Mariana. Muchas gracias. Ref. 1313.",urgente
Solicitud de revisión - enlace de acceso,"Hola, equipo, Aparece una factura inesperada con botón de pago y remitente no reconocido. No es publicidad: hay una consecuencia directa si no se actúa ahora. La persona encargada no contesta y el proceso quedó detenido. También aparece 'soporte de pago' en el asunto original y eso puede confundir el caso.. Fecha relacionada: 8 de abril. Contacto: Daniela. Agradezco la ayuda. Ref. 1275.",urgente
Confirmación de asistencia,"Hola, equipo, El archivo adjunto no abre desde el celular y desde el computador aparece incompleto. La familia propuso mover la reunión del domingo por el clima y el transporte. Piden responder con datos personales para activar una supuesta devolución. También aparece 'notificación del sistema' en el asunto original y eso puede confundir el caso.. Fecha relacionada: 14 de septiembre. Contacto: Paula. Gracias. Ref. 2960.",otros
Nuevo mensaje,"Cordial saludo, También aparece 'caso en revisión' en el asunto original y eso puede confundir el caso.. La reunión con operaciones se movió y todavía falta confirmar quién presenta los avances. La remisión aparece vencida en el portal aunque fue emitida esta semana. La promoción insiste en actualizar información bancaria fuera del portal oficial. Fecha relacionada: 12 de septiembre. Contacto: Paula. Me confirmas por favor. Ref. 0900.",trabajo
Revisión para hoy - seguimiento interno,"Hola, La aprobación vence hoy a las cinco y sin eso se detiene todo el proceso. Aunque el correo usa lenguaje de seguimiento, el plazo final es esta tarde y requiere acción inmediata.. La referencia interna quedó como reg-410 y fue enviada desde bogotá.. Puede parecer académico porque habla de certificado, pero el riesgo está en el vencimiento. Fecha relacionada: 27 de noviembre. Contacto: Nicolás. Muchas gracias. Ref. 1365.",urgente
Actualización de registro,"Hola, equipo, Incluye una firma parecida a soporte oficial, pero solicita información sensible. También aparece 'estado del proceso' en el asunto original y eso puede confundir el caso.. Necesito saber si debo esperar o hacer una corrección manual. La supuesta entidad solicita contraseña y código de seguridad para evitar una suspensión. Fecha relacionada: 2 de agosto. Contacto: Laura. Quedo pendiente de respuesta. Ref. 2847.",spam
Respuesta sobre el caso,"Cordial saludo, El aviso dice que la cuenta será cerrada, pero el enlace no coincide con la empresa. Aunque hay palabras como pago, cita y confirmación, se trata de coordinar una entrega personal y un cambio de horario familiar.. Incluye una referencia a salud porque alguien no pudo asistir, pero no es un trámite médico. El taller confirmó que el repuesto del vehículo llega mañana en la tarde. Fecha relacionada: 17 de octubre. Contacto: Paula. Avísame apenas puedas. Ref. 2922.",otros
Oferta por tiempo limitado - observación del encargado,"Hola, equipo, El presupuesto fue aprobado parcialmente y toca ajustar la propuesta comercial. El aviso dice que la cuenta será cerrada, pero el enlace no coincide con la empresa. El archivo adjunto no abre desde el celular y desde el computador aparece incompleto. También aparece 'cambio de horario' en el asunto original y eso puede confundir el caso.. Fecha relacionada: 19 de enero. Contacto: Santiago. Quedo atento. Ref. 2685.",spam
Revisión de información - actualización de cuenta #23,"Cordial saludo, revisa esto porfa: ofrecen un premio no solicitado si se confirma la cuenta en una página desconocida / incluye una referencia a salud porque alguien no pudo asistir, pero no es un trámite médico / La referencia interna quedó como SOL-962 y fue enviada desde Medellín. / el profesor cambió la fecha de entrega y la actividad no aparece actualizada en la plataforma. Fecha mencionada: 8 de noviembre. Por favor confirmar recibido. Ref. 3171.",otros
Tema por validar,"Saludos, El profesor cambió la fecha de entrega y la actividad no aparece actualizada en la plataforma. La persona encargada no contesta y el proceso quedó detenido. Mencionan pago y soporte, aunque corresponde a matrícula y no a una compra. El especialista cambió la cita y el resultado del laboratorio quedó sin revisión. Fecha relacionada: 24 de septiembre. Contacto: Camila. Quedo pendiente de respuesta. Ref. 2054.",educacion
Revisión pendiente del proceso #79,"Hola, revisa esto porfa: el cliente cambió el alcance y eso afecta el cronograma que compartimos con el equipo / También aparece 'actualización de cuenta' en el asunto original y eso puede confundir el caso. / el proveedor adjuntó una factura que parece mensaje comercial / el grupo de estudio necesita confirmar el enlace de la clase virtual. Fecha mencionada: 10 de enero. Quedo pendiente de respuesta. Ref. 0992.",trabajo
Consulta sobre el proceso,"Cordial saludo, revisa esto porfa: la promoción insiste en actualizar información bancaria fuera del portal oficial / el mensaje anterior quedó sin respuesta y por eso vuelvo a escribir / La referencia interna quedó como REG-155 y fue enviada desde Soacha. / El correo usa palabras de urgencia y seguridad para presionar, pero el dominio del remitente no coincide con la entidad.. Fecha mencionada: 19 de enero. Por favor confirmar recibido. Ref. 2348.",spam
Actividad pendiente,"Hola, Aunque aparece soporte de pago y validación de datos, todo pertenece al proceso de matrícula y selección de materias.. El mensaje suena urgente, pero la categoría correcta es seguimiento educativo. La entrega se vence en unas horas y falta una firma obligatoria. El grupo de estudio necesita confirmar el enlace de la clase virtual. Fecha relacionada: 2 de febrero. Contacto: Mariana. Muchas gracias. Ref. 2272.",educacion
Revisión del formulario,"Buen día, También aparece 'archivo adjunto' en el asunto original y eso puede confundir el caso.. La plataforma pide validación como si fuera un trámite académico. Hay una alerta de acceso no reconocido y necesitamos bloquear la cuenta de inmediato. La familia propuso mover la reunión del domingo por el clima y el transporte. Fecha relacionada: 8 de abril. Contacto: Andrés. Quedo atento. Ref. 0151.",salud
Respuesta pendiente,"Hola, Necesito saber si debo esperar o hacer una corrección manual. También aparece 'plazo cercano' en el asunto original y eso puede confundir el caso.. La referencia interna quedó como caso-248 y fue enviada desde facatativá.. La novedad escaló a prioridad alta porque afecta la operación del día. Fecha relacionada: 2 de mayo. Contacto: Laura. Por favor confirmar recibido. Ref. 1314.",urgente
Revisión del presupuesto,"Perdón la hora, revisa esto porfa: en el correo también hablan de certificados y fechas de clase porque el cliente es una institución educativa / la familia propuso mover la reunión del domingo por el clima y el transporte / la autorización de la EPS sigue sin aparecer aunque ya entregué la orden y la historia clínica / el soporte está cargado, aunque el sistema todavía lo muestra como pendiente. Fecha mencionada: 25 de marzo. Me confirmas por favor. Ref. 0760.",trabajo
Tema por validar - autorización requerida,"Buen día, En el correo también hablan de certificados y fechas de clase porque el cliente es una institución educativa. La universidad solicitó corregir el formulario de inscripción del semestre. Aparece una factura inesperada con botón de pago y remitente no reconocido. El área financiera pidió soporte de viáticos y no coincide con la política interna. Fecha relacionada: 18 de enero. Contacto: Diego. Muchas gracias. Ref. 0752.",trabajo
Orden pendiente - notificación del sistema,"Buenos días, me preocupa porque también aparece la palabra urgente en el mensaje, aunque el tema principal es el seguimiento médico. Además, el remitente pide responder por este mismo hilo para evitar cruces de información. No quiero dejarlo mal clasificado: el laboratorio envió el archivo, pero tiene un dato personal mal escrito. Quedo atento. Ref. 0160.",salud
Pendiente por sistema - soporte de pago,"Perdón la hora, También aparece 'estado del proceso' en el asunto original y eso puede confundir el caso.. La referencia interna quedó como msg-202 y fue enviada desde madrid.. El asunto habla de validación, pero solo corresponde a una gestión personal. El soporte está cargado, aunque el sistema todavía lo muestra como pendiente. Fecha relacionada: 2 de enero. Contacto: Valentina. Quedo atento. Ref. 3337.",otros
Confirmación requerida,"Buen día, El cliente cambió el alcance y eso afecta el cronograma que compartimos con el equipo. Me llegó una notificación automática, pero no explica el motivo del cambio. También aparece 'estado del proceso' en el asunto original y eso puede confundir el caso.. Aparece la palabra salud por el plan de bienestar, pero el asunto es laboral. Fecha relacionada: 19 de abril. Contacto: Camila. Por favor confirmar recibido. Ref. 0811.",trabajo
Revisión pendiente del proceso - correo automático,"Hola, equipo, La entrega se vence en unas horas y falta una firma obligatoria. Hay dos versiones del documento y nadie confirma cuál es la válida. La referencia interna quedó como rev-562 y fue enviada desde mosquera.. Puede parecer académico porque habla de certificado, pero el riesgo está en el vencimiento. Fecha relacionada: 24 de diciembre. Contacto: Nicolás. Quedo pendiente de respuesta. Ref. 1634.",urgente
Respuesta sobre el caso,"Hola, equipo, La persona encargada no contesta y el proceso quedó detenido. La plataforma cerrará el formulario esta noche y no permite prórroga. La referencia interna quedó como reg-316 y fue enviada desde facatativá.. El trámite personal quedó radicado, pero falta un soporte de identidad. Fecha relacionada: 14 de agosto. Contacto: Mariana. Avísame apenas puedas. Ref. 1461.",urgente
Actualización de estado,"Cordial saludo, La información parece mezclada con otro caso y puede generar confusión. El trámite personal quedó radicado, pero falta un soporte de identidad. También aparece 'plazo cercano' en el asunto original y eso puede confundir el caso.. Aunque parece una notificación de banco, salud o universidad, el enlace externo pide datos que no deberían solicitar por correo.. Fecha relacionada: 18 de octubre. Contacto: Santiago. Agradezco la ayuda. Ref. 2738.",spam
Pendiente por sistema,"Saludos, Hay dos versiones del documento y nadie confirma cuál es la válida. El jefe pidió consolidar el informe antes de enviarlo a gerencia. El pago debe quedar antes del cierre bancario o se cancela la reserva. Incluye datos médicos del soporte, pero lo crítico es la fecha límite. Fecha relacionada: 15 de abril. Contacto: Camila. Quedo atento. Ref. 1434.",urgente
Actualización de estado,"Hola, equipo, La aseguradora pidió repetir el examen antes de aprobar el procedimiento. La plataforma pide validación como si fuera un trámite académico. La referencia interna quedó como reg-279 y fue enviada desde mosquera.. La novedad escaló a prioridad alta porque afecta la operación del día. Fecha relacionada: 10 de enero. Contacto: Laura. Muchas gracias. Ref. 0141.",salud
Respuesta pendiente,"Perdón la hora, La aseguradora pidió repetir el examen antes de aprobar el procedimiento. También aparece una reunión con coordinación, pero es parte del proceso académico. El grupo de estudio necesita confirmar el enlace de la clase virtual. La fecha que aparece en el mensaje no coincide con la que habían confirmado antes. Fecha relacionada: 15 de noviembre. Contacto: Valentina. Muchas gracias. Ref. 1859.",educacion
Confirmación antes del cierre,"Hola, equipo, También aparece 'confirmación de asistencia' en el asunto original y eso puede confundir el caso.. El colegio envió una circular, pero no queda claro si aplica para todos los cursos. La referencia interna quedó como msg-676 y fue enviada desde cota.. El arrendador pidió revisar el inventario antes de firmar la entrega. Fecha relacionada: 19 de julio. Contacto: Andrés. Muchas gracias. Ref. 2935.",otros
Observación importante #36,"Buenos días, El dolor bajó un poco, pero necesito confirmar si debo seguir con la misma dosis. El arrendador pidió revisar el inventario antes de firmar la entrega. La información parece mezclada con otro caso y puede generar confusión. Menciona una reunión y un pago, pero no pertenece al trabajo ni a educación. Fecha relacionada: 2 de febrero. Contacto: Paula. Avísame apenas puedas. Ref. 3378.",otros
Cambio en la fecha - respuesta del área #93,"Hola, equipo, La empresa de mensajería pidió actualizar la dirección para completar la entrega. Menciona una reunión y un pago, pero no pertenece al trabajo ni a educación. La información parece mezclada con otro caso y puede generar confusión. El equipo remoto reportó bloqueos en el tablero y hay entregables sin responsable. Fecha relacionada: 3 de marzo. Contacto: Paula. Quedo pendiente de respuesta. Ref. 2945.",otros
Revisión de información - soporte de pago,"Hola, equipo, El pago debe quedar antes del cierre bancario o se cancela la reserva. Se disfraza de factura normal, pero el remitente no coincide. La referencia interna quedó como msg-282 y fue enviada desde chía.. También aparece 'autorización requerida' en el asunto original y eso puede confundir el caso.. Fecha relacionada: 18 de enero. Contacto: Laura. Quedo pendiente de respuesta. Ref. 2845.",spam
Confirmación de asistencia,"Hola, También aparece 'enlace de acceso' en el asunto original y eso puede confundir el caso.. También aparece una reunión con coordinación, pero es parte del proceso académico. El grupo de estudio necesita confirmar el enlace de la clase virtual. Hay dos versiones del documento y nadie confirma cuál es la válida. Fecha relacionada: 21 de junio. Contacto: Julián. Quedo pendiente de respuesta. Ref. 1796.",educacion
Información para revisar,"Hola, equipo, me preocupa porque el colegio envió una circular, pero no queda claro si aplica para todos los cursos. Además, me llegó una notificación automática, pero no explica el motivo del cambio. No quiero dejarlo mal clasificado: la persona encargada está esperando confirmación ahora para no perder el cupo. Quedo pendiente de respuesta. Ref. 1872.",educacion
Confirmación de asistencia,"Buenos días, La factura de servicios llegó con una lectura que no coincide con el consumo habitual. El centro médico pide un soporte que no aparece en el correo anterior. Además mencionaron una reunión y un formulario, pero eso no resuelve la cita. El soporte está cargado, aunque el sistema todavía lo muestra como pendiente. Fecha relacionada: 6 de marzo. Contacto: Daniela. Avísame apenas puedas. Ref. 0420.",salud
Confirmación antes del cierre,"Buen día, El trámite personal quedó radicado, pero falta un soporte de identidad. El jefe pidió consolidar el informe antes de enviarlo a gerencia. También aparece 'seguimiento interno' en el asunto original y eso puede confundir el caso.. La información parece mezclada con otro caso y puede generar confusión. Fecha relacionada: 28 de febrero. Contacto: Carlos. Muchas gracias. Ref. 1628.",urgente
Reunión movida,"Buen día, El proveedor respondió con otra versión del contrato y debemos revisar las diferencias. La referencia interna quedó como rev-752 y fue enviada desde chía.. Hay un plazo cercano, aunque no es una emergencia sino un compromiso del proyecto. Me llegó una notificación automática, pero no explica el motivo del cambio. Fecha relacionada: 16 de junio. Contacto: Laura. Me confirmas por favor. Ref. 0669.",trabajo
Validación de afiliación - plazo cercano,"Cordial saludo, Me llegó una notificación automática, pero no explica el motivo del cambio. También aparece la palabra urgente en el mensaje, aunque el tema principal es el seguimiento médico. También aparece 'estado del proceso' en el asunto original y eso puede confundir el caso.. La persona encargada está esperando confirmación ahora para no perder el cupo. Fecha relacionada: 21 de agosto. Contacto: Mariana. Gracias. Ref. 0447.",salud
Notificación recibida - actualización de cuenta,"Buen día, El mensaje anterior quedó sin respuesta y por eso vuelvo a escribir. El paquete quedó en recepción y piden retirarlo antes del fin de semana. El asunto habla de validación, pero solo corresponde a una gestión personal. La minuta quedó con compromisos asignados a personas que no estuvieron en la llamada. Fecha relacionada: 27 de diciembre. Contacto: Paula. Me confirmas por favor. Ref. 3145.",otros
Cambio en la fecha #67,"Hola, La persona encargada está esperando confirmación ahora para no perder el cupo. También aparece 'confirmación de asistencia' en el asunto original y eso puede confundir el caso.. También aparece una reunión con coordinación, pero es parte del proceso académico. La secretaría académica pidió validar el recibo de pago antes de habilitar materias. Fecha relacionada: 18 de julio. Contacto: Valentina. Muchas gracias. Ref. 2164.",educacion
Revisión pendiente del proceso #33,"Buenos días, También aparece 'estado del proceso' en el asunto original y eso puede confundir el caso.. Incluyeron un cobro parecido a una factura de servicios y por eso genera duda. La referencia interna quedó como msg-656 y fue enviada desde mosquera.. La persona encargada no contesta y el proceso quedó detenido. Fecha relacionada: 20 de febrero. Contacto: Andrés. Quedo atento. Ref. 0125.",salud
Solicitud con prioridad - notificación del sistema,"Cordial saludo. La supuesta entidad solicita contraseña y código de seguridad para evitar una suspensión. El trámite personal quedó radicado, pero falta un soporte de identidad. Muchas gracias. Ref. 3128.",otros
Necesitamos decisión,"Saludos, También aparece 'notificación del sistema' en el asunto original y eso puede confundir el caso.. No importa si el tema nació en salud, educación o trabajo: la decisión debe tomarse hoy porque el sistema bloqueará el trámite.. La biblioteca bloqueó el préstamo porque aparece una devolución pendiente. El sistema generó un aviso rojo y piden respuesta en menos de treinta minutos. Fecha relacionada: 21 de enero. Contacto: Camila. Gracias. Ref. 1258.",urgente
Solicitud de revisión,"Buenos días, Parece urgente por el tono, aunque es una coordinación cotidiana. Necesito saber si debo esperar o hacer una corrección manual. Un vecino reportó ruido en el parqueadero y la portería pidió revisar las cámaras. El especialista cambió la cita y el resultado del laboratorio quedó sin revisión. Fecha relacionada: 21 de diciembre. Contacto: Valentina. Avísame apenas puedas. Ref. 3381.",otros
Actualiza tu cuenta - radicación pendiente,"Hola, equipo, El arrendador pidió revisar el inventario antes de firmar la entrega. El docente dejó observaciones en la tarea, pero el archivo adjunto no abre. Ofrecen un premio no solicitado si se confirma la cuenta en una página desconocida. La referencia interna quedó como reg-686 y fue enviada desde cota.. Fecha relacionada: 19 de noviembre. Contacto: Daniela. Gracias. Ref. 2882.",spam
Información incompleta,"Buen día, Incluye una referencia a salud porque alguien no pudo asistir, pero no es un trámite médico. La matrícula quedó pendiente porque falta cargar el certificado académico. La información parece mezclada con otro caso y puede generar confusión. La referencia interna quedó como msg-103 y fue enviada desde mosquera.. Fecha relacionada: 9 de diciembre. Contacto: Julián. Avísame apenas puedas. Ref. 2941.",otros
Revisión para hoy,"Hola, La administración del conjunto informó cambio de horario para el mantenimiento del ascensor. El mensaje trae palabras de salud por el programa de bienestar, pero la tarea pendiente es del equipo y del contrato.. El examen fue reprogramado y varios estudiantes no recibieron la notificación. La fecha que aparece en el mensaje no coincide con la que habían confirmado antes. Fecha relacionada: 1 de febrero. Contacto: Daniela. Gracias. Ref. 0638.",trabajo
Registro pendiente - actualización de cuenta,"Saludos, La novedad escaló a prioridad alta porque afecta la operación del día. El contenido parece administrativo, pero la consecuencia inmediata es perder el cupo si no se responde ahora.. Puede parecer académico porque habla de certificado, pero el riesgo está en el vencimiento. El cliente cambió el alcance y eso afecta el cronograma que compartimos con el equipo. Fecha relacionada: 27 de febrero. Contacto: Julián. Por favor confirmar recibido. Ref. 1631.",urgente
Información incompleta - respuesta del área,"Buenos días, me preocupa porque piden responder con datos personales para activar una supuesta devolución. Además, la minuta quedó con compromisos asignados a personas que no estuvieron en la llamada. No quiero dejarlo mal clasificado: El mensaje suena médico por la excusa de inasistencia, pero la gestión es académica con coordinación.. Gracias. Ref. 2041.",educacion
Necesitamos decisión,"Hola, equipo, La fecha que aparece en el mensaje no coincide con la que habían confirmado antes. Hay una alerta de acceso no reconocido y necesitamos bloquear la cuenta de inmediato. También aparece 'plazo cercano' en el asunto original y eso puede confundir el caso.. Incluye datos médicos del soporte, pero lo crítico es la fecha límite. Fecha relacionada: 9 de diciembre. Contacto: Santiago. Quedo pendiente de respuesta. Ref. 1427.",urgente
Notificación recibida #59,"Buenos días, me preocupa porque el profesor cambió la fecha de entrega y la actividad no aparece actualizada en la plataforma. Además, me llegó una notificación automática, pero no explica el motivo del cambio. No quiero dejarlo mal clasificado: un vecino reportó ruido en el parqueadero y la portería pidió revisar las cámaras. Quedo pendiente de respuesta. Ref. 3453.",otros
Validar soporte adjunto,"Hola, La persona encargada no contesta y el proceso quedó detenido. También aparece 'autorización requerida' en el asunto original y eso puede confundir el caso.. El laboratorio envió el archivo, pero tiene un dato personal mal escrito. El jefe pidió consolidar el informe antes de enviarlo a gerencia. Fecha relacionada: 3 de mayo. Contacto: Camila. Quedo pendiente de respuesta. Ref. 1085.",trabajo
Información para revisar,"Buenas tardes, El dolor bajó un poco, pero necesito confirmar si debo seguir con la misma dosis. El equipo remoto reportó bloqueos en el tablero y hay entregables sin responsable. La fecha que aparece en el mensaje no coincide con la que habían confirmado antes. La plataforma pide validación como si fuera un trámite académico. Fecha relacionada: 21 de abril. Contacto: Andrés. Avísame apenas puedas. Ref. 0470.",salud
Información para revisar - autorización requerida,"Buen día, También aparece 'respuesta del área' en el asunto original y eso puede confundir el caso.. También aparece una reunión con coordinación, pero es parte del proceso académico. El docente dejó observaciones en la tarea, pero el archivo adjunto no abre. La fórmula del medicamento quedó incompleta y la farmacia no la puede entregar. Fecha relacionada: 22 de febrero. Contacto: Paula. Avísame apenas puedas. Ref. 1986.",educacion
Notificación recibida,"Hola, Incluye una autorización familiar, no una cita médica. El coordinador solicitó validar indicadores antes del comité de seguimiento. La universidad solicitó corregir el formulario de inscripción del semestre. La fecha que aparece en el mensaje no coincide con la que habían confirmado antes. Fecha relacionada: 15 de mayo. Contacto: Mariana. Me confirmas por favor. Ref. 1806.",educacion
Notificación recibida - confirmación de asistencia #24,"Perdón la hora, También aparece 'certificado pendiente' en el asunto original y eso puede confundir el caso.. La secretaría académica pidió validar el recibo de pago antes de habilitar materias. La referencia interna quedó como msg-945 y fue enviada desde medellín.. Necesito saber si debo esperar o hacer una corrección manual. Fecha relacionada: 2 de noviembre. Contacto: Diego. Por favor confirmar recibido. Ref. 1849.",educacion
Soporte de pago,"Buenas tardes, Hay un plazo cercano, aunque no es una emergencia sino un compromiso del proyecto. El equipo remoto reportó bloqueos en el tablero y hay entregables sin responsable. Si no se autoriza el cambio esta tarde, el caso queda suspendido. Aunque se menciona capacitación, certificado y asistencia, el punto es cerrar el informe con el cliente y asignar responsables.. Fecha relacionada: 10 de julio. Contacto: Diego. Quedo pendiente de respuesta. Ref. 0593.",trabajo
Confirmación de asistencia - correo automático,"Hola, equipo, Hay palabras como informe y proyecto, pero se refiere a una actividad de clase. Necesito saber si debo esperar o hacer una corrección manual. El arrendador pidió revisar el inventario antes de firmar la entrega. El grupo de estudio necesita confirmar el enlace de la clase virtual. Fecha relacionada: 27 de mayo. Contacto: Laura. Quedo pendiente de respuesta. Ref. 1899.",educacion
Confirmación antes del cierre,"Buenos días, revisa esto porfa: También aparece 'archivo adjunto' en el asunto original y eso puede confundir el caso. / la coordinación pidió revisar las notas antes del cierre del periodo / el especialista cambió la cita y el resultado del laboratorio quedó sin revisión / además mencionaron una reunión y un formulario, pero eso no resuelve la cita. Fecha mencionada: 19 de octubre. Muchas gracias. Ref. 0581.",salud
Confirmación requerida,Buen día. El sistema generó un aviso rojo y piden respuesta en menos de treinta minutos. La administración del conjunto informó cambio de horario para el mantenimiento del ascensor. Gracias. Ref. 3105.,otros
Certificado en trámite - estado del proceso,"Cordial saludo, me preocupa porque mencionan pago y soporte, aunque corresponde a matrícula y no a una compra. Además, También aparece 'revisión del documento' en el asunto original y eso puede confundir el caso.. No quiero dejarlo mal clasificado: la reunión con operaciones se movió y todavía falta confirmar quién presenta los avances. Me confirmas por favor. Ref. 2058.",educacion
Revisión pendiente del proceso,"Buenos días, Me llegó una notificación automática, pero no explica el motivo del cambio. Además mencionaron una reunión y un formulario, pero eso no resuelve la cita. El laboratorio envió el archivo, pero tiene un dato personal mal escrito. También aparece 'autorización requerida' en el asunto original y eso puede confundir el caso.. Fecha relacionada: 3 de noviembre. Contacto: Valentina. Agradezco la ayuda. Ref. 0405.",salud
Seguimiento pendiente,"Buenas tardes, Hay dos versiones del documento y nadie confirma cuál es la válida. El área financiera pidió soporte de viáticos y no coincide con la política interna. Hay un plazo cercano, aunque no es una emergencia sino un compromiso del proyecto. Aparece una factura inesperada con botón de pago y remitente no reconocido. Fecha relacionada: 2 de septiembre. Contacto: Laura. Agradezco la ayuda. Ref. 0659.",trabajo
Actualización del caso - validación de datos,"Hola, equipo. La minuta quedó con compromisos asignados a personas que no estuvieron en la llamada. Incluye una firma parecida a soporte oficial, pero solicita información sensible. Por favor confirmar recibido. Ref. 2351.",spam
Notificación recibida,"Buenas tardes, La promoción insiste en actualizar información bancaria fuera del portal oficial. La referencia interna quedó como reg-182 y fue enviada desde bogotá.. El grupo de estudio necesita confirmar el enlace de la clase virtual. Parece factura o paquete real, pero pide una tarifa rara y datos personales para liberar el supuesto beneficio.. Fecha relacionada: 5 de mayo. Contacto: Andrés. Por favor confirmar recibido. Ref. 2851.",spam
Proceso en revisión - enlace de acceso,"Saludos, También aparece 'correo automático' en el asunto original y eso puede confundir el caso.. Además mencionaron una reunión y un formulario, pero eso no resuelve la cita. La matrícula quedó pendiente porque falta cargar el certificado académico. La consulta fue reagendada y no sé si el copago anterior todavía aplica. Fecha relacionada: 26 de noviembre. Contacto: Paula. Gracias. Ref. 0320.",salud
Ajuste de agenda - correo automático #36,"Hola, equipo, Incluye una autorización familiar, no una cita médica. El soporte está cargado, aunque el sistema todavía lo muestra como pendiente. La biblioteca bloqueó el préstamo porque aparece una devolución pendiente. El mensaje suena médico por la excusa de inasistencia, pero la gestión es académica con coordinación.. Fecha relacionada: 26 de enero. Contacto: Paula. Quedo pendiente de respuesta. Ref. 2004.",educacion
Nuevo mensaje,"Hola, revisa esto porfa: La referencia interna quedó como MSG-431 y fue enviada desde Cota. / hay dos versiones del documento y nadie confirma cuál es la válida / También aparece 'caso en revisión' en el asunto original y eso puede confundir el caso. / el grupo de estudio necesita confirmar el enlace de la clase virtual. Fecha mencionada: 12 de abril. Gracias. Ref. 2199.",educacion
Revisión del presupuesto,"Perdón la hora, El acceso al sistema corporativo sigue limitado para cerrar las tareas del proyecto. El soporte está cargado, aunque el sistema todavía lo muestra como pendiente. En el correo también hablan de certificados y fechas de clase porque el cliente es una institución educativa. El centro médico pide un soporte que no aparece en el correo anterior. Fecha relacionada: 2 de enero. Contacto: Julián. Muchas gracias. Ref. 0950.",trabajo
Revisión del presupuesto,"Hola, equipo. La persona encargada está esperando confirmación ahora para no perder el cupo. El colegio envió una circular, pero no queda claro si aplica para todos los cursos. Me confirmas por favor. Ref. 0621.",trabajo
Validar soporte adjunto - radicación pendiente,"Cordial saludo, me preocupa porque incluye una referencia a salud porque alguien no pudo asistir, pero no es un trámite médico. Además, También aparece 'validación de datos' en el asunto original y eso puede confundir el caso.. No quiero dejarlo mal clasificado: la fecha que aparece en el mensaje no coincide con la que habían confirmado antes. Muchas gracias. Ref. 2997.",otros
Revisión de información - observación del encargado,"Buenas tardes, La coordinación pidió revisar las notas antes del cierre del periodo. El mensaje anterior quedó sin respuesta y por eso vuelvo a escribir. La novedad escaló a prioridad alta porque afecta la operación del día. El mensaje pide abrir un enlace externo para validar datos y promete desbloquear un beneficio. Fecha relacionada: 26 de diciembre. Contacto: Nicolás. Quedo pendiente de respuesta. Ref. 1811.",educacion
Tema por validar #19,"Saludos. La novedad escaló a prioridad alta porque afecta la operación del día. Parece una solicitud de trabajo normal, aunque la acción no puede esperar. Muchas gracias. Ref. 1598.",urgente
Documento con observaciones - formulario incompleto,"Buenos días, La novedad escaló a prioridad alta porque afecta la operación del día. También aparece 'certificado pendiente' en el asunto original y eso puede confundir el caso.. La referencia interna quedó como rev-386 y fue enviada desde mosquera.. El laboratorio envió el archivo, pero tiene un dato personal mal escrito. Fecha relacionada: 28 de mayo. Contacto: Carlos. Me confirmas por favor. Ref. 0139.",salud
Observación importante,"Hola, Necesito saber si debo esperar o hacer una corrección manual. Aunque aparece soporte de pago y validación de datos, todo pertenece al proceso de matrícula y selección de materias.. Mencionan pago y soporte, aunque corresponde a matrícula y no a una compra. La secretaría académica pidió validar el recibo de pago antes de habilitar materias. Fecha relacionada: 13 de octubre. Contacto: Andrés. Quedo atento. Ref. 2028.",educacion
Premio pendiente - archivo adjunto,"Buenas tardes, La plataforma cerrará el formulario esta noche y no permite prórroga. Usa palabras de salud y educación para parecer confiable, pero el enlace no corresponde. El proveedor respondió con otra versión del contrato y debemos revisar las diferencias. La referencia interna quedó como sol-132 y fue enviada desde madrid.. Fecha relacionada: 20 de febrero. Contacto: Diego. Me confirmas por favor. Ref. 2599.",spam
Revisión del formulario,"Cordial saludo, me preocupa porque También aparece 'estado del proceso' en el asunto original y eso puede confundir el caso.. Además, el mensaje suena urgente, pero la categoría correcta es seguimiento educativo. No quiero dejarlo mal clasificado: el docente dejó observaciones en la tarea, pero el archivo adjunto no abre. Avísame apenas puedas. Ref. 1752.",educacion
Respuesta sobre el caso,"Hola, equipo, El remitente usa un dominio extraño y pide pagar una tarifa para liberar el paquete. También aparece 'plazo cercano' en el asunto original y eso puede confundir el caso.. Nombra un supuesto contrato de trabajo para pedir datos personales. La referencia interna quedó como sol-521 y fue enviada desde cali.. Fecha relacionada: 2 de febrero. Contacto: Santiago. Quedo atento. Ref. 2597.",spam
